The Logical Song
The Logical Song - Remastered 2010	Supertramp	Breakfast In America (Deluxe Edition)	spotify:track:6mHOcVtsHLMuesJkswc0GZ
David	Bernice	Puff: In The Air Without A Shape	spotify:track:1mwSATb2pxSgMvdNgs0lwX
Camilo - The Magician	Said The Whale	Islands Disappear	spotify:track:2JJ9gp9kG8vhW5V97LDvRL
UnAmerican	Said The Whale	Cascadia	spotify:track:0qSTijeNE9JwdrU1HUmWhY
Record Shop	Said The Whale	Cascadia	spotify:track:44jvccYToFFYHqP7IiGIRT
I Love You	Said The Whale	hawaiii	spotify:track:45g3mVFQOWb2isoj2Swwil
Level Best	Said The Whale	Cascadia	spotify:track:1vjHTiQG1HO1ly4PJB2vaU
Westworld	Valley of the Giants	Valley Of The Giants	spotify:track:6c48qLXdVgVou32e7WIAIJ
Bala Bay Inn	Valley of the Giants	Valley Of The Giants	spotify:track:6lGCtYqiPKyolpvXjSIyqM
Whaling Tale	Valley of the Giants	Valley Of The Giants	spotify:track:01rey7ZUD44uM7ES568xdN
Claudia & Klaus	Valley of the Giants	Valley Of The Giants	spotify:track:7qwdlF7GkRWcvNwH81sgW0
Cantara Sin Guitara	Valley of the Giants	Valley Of The Giants	spotify:track:5bagPaUhSylkerxfKLUBRi
I'll Be Around	Yo La Tengo	Fade	spotify:track:4I5kQyAYTvwHEIiZIP8B2j
Autumn Sweater	Yo La Tengo	I Can Hear The Heart Beating As One	spotify:track:4R7kumtHnf5SsKyPYrVO5r
My Heart's Not In It	Yo La Tengo	Stuff Like That There	spotify:track:1XoRSyXWm7Vou7z11Z2j5Z
You Can Have It All	Yo La Tengo	And Then Nothing Turned Itself Inside-Out	spotify:track:4GrfClvQgCVLsCfqw7YthQ
Green Arrow	Yo La Tengo	I Can Hear The Heart Beating As One	spotify:track:0jgsq6l1yMZIlJX4AFXAgA
Polish Girl	Neon Indian	Era Extraña	spotify:track:5g3TDpgy1J1woAUVuj21EE
Annie	Neon Indian	VEGA INTL. Night School	spotify:track:0GaDEH6o2nxvqRPqNTCtET
Change Of Coast	Neon Indian	The Music of Grand Theft Auto V, Vol. 1: Original Music	spotify:track:4Zehi1XQ5vKkIxMoqZ1L38
Deadbeat Summer	Neon Indian	Psychic Chasms	spotify:track:0O3YOl3BI4iKDByiTNvk1a
Heaven's Basement (Theme From 86'd)	Neon Indian	Heaven's Basement (Theme From 86'd)	spotify:track:1Wmg5pfNyyZw02sIifksbW
The Mark - Live Solo	Cold Specks	Spotify Session	spotify:track:5QJMMpa8ihBI2CFEhhmOi4
Send Your Youth	Cold Specks	I Predict A Graceful Expulsion	spotify:track:640LAhQg01Zfrc2RENHC9A
Blank Maps	Cold Specks	I Predict A Graceful Expulsion	spotify:track:6Wx91AmV8pafMevxw9NKuM
The Mark	Cold Specks	I Predict A Graceful Expulsion	spotify:track:1wOMUuf5DF97Chw262AQSM
Wild Card	Cold Specks	Fool's Paradise	spotify:track:04ztqWHkUZXNL4vEKX380f
Baltimore Blues No. 1	Deer Tick	War Elephant	spotify:track:3Dy8QNZ77cre9ThUPRguy0
Twenty Miles	Deer Tick	The Black Dirt Sessions	spotify:track:69XEXAbJTZwFfVz7ayfg3I
Rough Around the Edges	Deer Tick	Rough Around the Edges (Covered by John McCauley)	spotify:track:6yg3nUjAH2gR8VPBpPHTyj
The Dream's In The Ditch	Deer Tick	Negativity	spotify:track:2A9Zm100yFB3CHQd6kFaB7
Ashamed	Deer Tick	War Elephant	spotify:track:2ABEqmtYRhPmMIkX8aj4SY
Hummingbird	Born Ruffians	Red, Yellow & Blue	spotify:track:0YNjN8GzHJdz96fbSzUd21
Foxes Mate For Life	Born Ruffians	Red, Yellow & Blue	spotify:track:2R0y7UJEqS7ltOC2LZAGKj
Your Sufferin' Heart	Born Ruffians	Birthmarks (Deluxe Edition)	spotify:track:0uTViNjOOaiFatlfrbXT6A
Fade to Black	Born Ruffians	Uncle, Duke & The Chief	spotify:track:2mcxqQLC3C9Gp8ToxdI5gM
Cherry Wine	Born Ruffians	Birthmarks (Deluxe Edition)	spotify:track:6E6Z2QyOPcmlZgmfRSEYaE
Monster [RAC Mix]	You Say Party! We Say Die!	Remik's Cube	spotify:track:1W74kL1ALTgP8QLdha1CXs
There Is XXXX (Within My Heart)	You Say Party! We Say Die!	XXXX	spotify:track:34iLl3XNpM1B1GFCPfT3dB
Cold Hands! Hot Bodies!	You Say Party! We Say Die!	Hit The Floor!	spotify:track:5cBgWkM3GrbIGh9Ya7qDkv
The Gap (Between The Rich And The Poor)	You Say Party! We Say Die!	Hit The Floor!	spotify:track:3s5cyLbbChwTb7TSFNGQyg
Laura Palmer's Prom	You Say Party! We Say Die!	XXXX	spotify:track:6qHzNEWmQDS6wuianrfhvn
If I Live or If I Die	Cuff the Duke	Sidelines of the City	spotify:track:43tfgIQDa2fr0cy8IrttI3
Take My Money and Run	Cuff the Duke	Cuff the Duke	spotify:track:7KJHC1TV567SPO1H7BUfRq
Ballad of a Lonely Construction Worker	Cuff the Duke	Life Stories for Minimum Wage	spotify:track:7L8GD0mAYZd2gCJpkGzUxt
Count On Me	Cuff the Duke	Morning Comes	spotify:track:6LyG43zJTByBr7Mf3wE6sC
Belgium or Peru	Cuff the Duke	Cuff the Duke	spotify:track:7onuqvoJRLGIeEXPaTH6AV
Facelove	PS I Love You	Meet Me At The Muster Station	spotify:track:6C1Cj9uWGUaCpT8vAunDFd
Starfield	PS I Love You	Figure It Out	spotify:track:46o1fHLE4sRcXOFkXnYDhE
More of the Same	PS I Love You	For Those Who Stay	spotify:track:1RvyHGum04MYicVeFPO6B7
Subtle And Majestic	PS I Love You	Figure It Out	spotify:track:55MpsLvP0TpiD5DVvRB1Co
Scattered	PS I Love You	Figure It Out	spotify:track:23Z8e7WSUbd9AXjRez8BCF
Eye Of The Tiger	The Rural Alberta Advantage	Drain The Blood	spotify:track:1oTogfbs83WR775OZ0AfpR
Brother	The Rural Alberta Advantage	The Wild	spotify:track:77QJe0ucvYrpdiRNup3cmY
Frank, AB	The Rural Alberta Advantage	Hometowns	spotify:track:6souW7V3nJJ41hudDRtdH9
Bad Luck Again	The Rural Alberta Advantage	The Wild	spotify:track:6FV9PPTi5TMHo7zRdhJflE
White Lights	The Rural Alberta Advantage	The Wild	spotify:track:5cOFdaE0xO6DS1dYiqPDeW
Minotaur Forgiving Knossos	Moonface, Spencer Krug	This One’s for the Dancer & This One’s for the Dancer’s Bouquet	spotify:track:79qmWIr4P5og23flUgjFvO
Barbarian	Moonface, Spencer Krug	Julia With Blue Jeans On	spotify:track:1gsFdhKyMeUwwnekwEuqUw
Minotaur Forgiving Pasiphae	Moonface, Spencer Krug	This One’s for the Dancer & This One’s for the Dancer’s Bouquet	spotify:track:7GyAdITCCQ8214l4DEJpcL
Heartbreaking Bravery II	Moonface, Spencer Krug	This One’s for the Dancer & This One’s for the Dancer’s Bouquet	spotify:track:4JFXvvcp1PJHoSNtVLzXLV
Dreamsong	Moonface, Spencer Krug	This One’s for the Dancer & This One’s for the Dancer’s Bouquet	spotify:track:5bkSu0unA20gADmzb4t8LA
Black Cloud	POSTDATA	Let's Be Wilderness	spotify:track:216vjlnFVeCAHaS48vTLtv
Evil	POSTDATA	Let's Be Wilderness	spotify:track:2mRTVKtK4l9OVQKIVlqpsq
Wilderness	POSTDATA	Let's Be Wilderness	spotify:track:5ywAlt9l3g9ZesXEqvp2rL
Gravity	POSTDATA	Let's Be Wilderness	spotify:track:4ubmKzeDqKSqrrAuPobd5A
Pasture	POSTDATA	Let's Be Wilderness	spotify:track:4l496jUVgHrkPIc2RoT8Qg
New Survival	Ellevator	New Survival	spotify:track:2V48MQXldHg2C04h5HnXQi
St. Cecilia	Ellevator	St. Cecilia	spotify:track:6qqwZKNH50LajVk69veogY
Hounds	Ellevator	Hounds	spotify:track:3dBXis0be6SAanvn1A5Dvl
The Storm	Ellevator	The Storm	spotify:track:025Ceu5qGc7YtyNTileKm7
Dirt	Ellevator	Dirt	spotify:track:5888SVDZjAxUjDOlFbmigH
You Amaze Me	La Force	La Force	spotify:track:4glyfm0RcIHBG5TYdqt6lz
Lucky One	La Force	La Force	spotify:track:5jd9yccsOqV2nI5NvoiygW
The Tide	La Force	La Force	spotify:track:6QtkJ3ZisnpSfX6D4x6Fo0
Mama Papa	La Force	La Force	spotify:track:730ciYHhHp6pbXrq5sSNdk
Je suis libre	La Force	Je suis libre	spotify:track:5Lowk70t8gayvXlScEcIgh
Kill Me	Dead Soft	Kill Me	spotify:track:6KuT5fa3Vfz3QkkOe4iDC1
The Static	Dead Soft	The Static	spotify:track:7sC82p9Sg5yVjG2SqsUzZb
Never Forever	Dead Soft	Dead Soft	spotify:track:5I9j7mgt8WPvG2auIPZwEi
Porch	Dead Soft	Porch	spotify:track:2YXiH9TqIW97aklwTah4yM
Bones	Dead Soft	Bones	spotify:track:7cMNmVVOYkX8xRDQXJqTp3
You! Me! Dancing! - Remastered	Los Campesinos!	Hold On Now, Youngster... (Remastered Deluxe Edition)	spotify:track:0BiYKvf5gJ9bGNJnngyDkU
Avocado, Baby	Los Campesinos!	No Blues	spotify:track:62iNIsckErsDyuaZUvvJMV
The Sea Is A Good Place To Think Of The Future	Los Campesinos!	Romance Is Boring	spotify:track:7weuYg0z1hZkbN71cAC9fh
By Your Hand	Los Campesinos!	Hello Sadness	spotify:track:3foIz1yabvQYi3vNUVDw5U
A Slow, Slow Death	Los Campesinos!	Sick Scenes	spotify:track:1pSxSzTOagc2WjWx09lnWv

Look Into
Waiting For A War	The Morning Benders	Talking Through Tin Cans	spotify:track:3DrIpkN7MNVqme2MmyuqqD
Friday I'm In Love	Glo-Worm	Glimmer	spotify:track:2tBcVd3jcWbLbfzvaVOLFO
Silver Spoon	The Felt Tips	Living And Growing	spotify:track:5mrIDP5sBU6X5FKIIylMLW
Fleeting Moments	Pocketbooks	Flight Paths	spotify:track:4XiX7VWhtf3enXxkqmFlGh
Other Girls	Eux Autres	Hell Is Eux Autres	spotify:track:4iOn9PadizlBFMvpHuNiR8
Not a Through Street	Anya Marina	Slow & Steady Seduction: Phase II	spotify:track:1GYQGqQZFkMiyRKNujeYhb
Rudderless - Remastered	The Lemonheads	It's A Shame About Ray (Expanded Edition)	spotify:track:2afHIrkzrlFs7EmbMiv1kP
Stars	Au Revoir Simone	The Bird Of Music (Bonus Track)	spotify:track:6MJr8dIrstEQQSiEdxzLrh
Corelli - La Folia	Emilie Autumn	Laced/Unlaced (Double Disc)	spotify:track:5lEB6n1M2jhO4vPVSQAWGY
Bourgeois Shangri-La	Miss Li	Dancing the Whole Way Home	spotify:track:049q0MHQXbPWVvUnQOvWHt
Heaven Is For Easy Girls	The Awkward Stage	Heaven Is For Easy Girls	spotify:track:3qAgiPMTksejr4GLP5HMMJ
Les Baricades Mistérieuses (6e ordre)	François Couperin, Alexandre Tharaud	Couperin: Tic Toc Choc	spotify:track:1Q9JMojxHHF6JbEJAKJLgj
On the Beautiful Blue Danube - Waltz Op. 314	Johann Strauss II, Hallé, Bryden Thomson	Johann Strauss II Waltzes, Polkas & Overtures	spotify:track:4EInsYD17L0w7jXY9PMSUS
Humoresque, Op. 101, No. 7	Antonín Dvořák, Kim Dami	Dvorak	spotify:track:76oR5f6zl5jpJ6zKBNXL3g
Ebonics (Criminal Slang)	Big L	The Big Picture	spotify:track:65qPYjxlLmw8hmK4oWIdX4
On the Radio	The Concretes	The Concretes In Colour	spotify:track:7BvPWah3dB1esQ4msJq2wG
Oats We Sow	Gregory and the Hawk	Moenie and Kitchi	spotify:track:3KypGLbVcw38bSV9Ehvgl5
Seventeen Forever	Metro Station	Metro Station	spotify:track:1v0E30pA3wOBXuDxfsyOPa
The Start Of Something	Voxtrot	Raised By Wolves EP	spotify:track:6K5GAopLZzzg0ZX8k5GWwh
Run My Mouth	Ra Ra Riot	The Rhumb Line	spotify:track:4ZYhHvc0d1ZSeIoJOsMsMQ
Suspended In Gaffa	Ra Ra Riot	The Rhumb Line	spotify:track:4wDZsWiM6MDCspJq73n78e
Cumbia bruja	Dusminguet	Postrof	spotify:track:4NK2lzxWY6JL7rk4tcbTDt
Dark Star	Deine Lakaien	Dark Star & 2nd Star	spotify:track:1pHgR8XWoRluHPrbRqgTiN
Click, Click, Click, Click	Bishop Allen	The Broken String	spotify:track:0frc8p7mSoCjrdyhgUcNhR
Jane Says	Jane's Addiction	Nothing's Shocking	spotify:track:7c1Dar0pIAW7w5TzaGjt9t
Jane Says - Live	Jane's Addiction	Kettle Whistle	spotify:track:1atCEBZJgOcoajj0sWzn1x
Couperin, F: Second Livre de pièces de clavecin, Sixième Ordre: V. Les Baricades mistérieuses	François Couperin, György Cziffra	François Couperin Edition	spotify:track:2ysQkliFZA3i6ASKD4GVkA
Les Baricades Misterieuses (F Couperin)	Hanneke van Proosdij	Les Baricades Misterieuses	spotify:track:2Jku0irryuhAxXkECEA98A
Deuxième Livre de Pièces de clavecin: Sixième ordre, Les Baricades Mistérieuses	François Couperin, Christophe Rousset	Louis XIV	spotify:track:4dQo9iOO7xWqfhqm7VSZZJ
Me Pnigei Touti I Siopi	Giorgos Karadimos	Fos Kai Vgaino	spotify:track:1mSE9yLnFK3SYdLe1TNw0G

90s Dance Hits
Another Night	Real McCoy	Another Night	spotify:track:3pEuO9J2MTEmec8kUfYYvl
Mr. Vain - Original Radio Edit	Culture Beat	Mr. Vain	spotify:track:4ih3dyFZoeTdaeJW9mPbOI
Beautiful Life	Ace of Base	The Bridge	spotify:track:74jTexO94dFGyXGyeu8krd
This Is Your Night	Amber	This Is Your Night	spotify:track:5p0rUHicpwMZil8RlNGGth
Rhythm Is A Dancer - 7" Edit	SNAP!	The Madman's Return	spotify:track:4RADreHMvMkZwsPgPr9z5c
The Rhythm of the Night	Corona	The Rhythm of the Night	spotify:track:0ofMkI3jzmGCElAOgOLeo3
Barbie Girl	Aqua	Greatest Hits	spotify:track:2ZCTP54O2dMSbVrdsg60to
Blue (Da Ba Dee)	Eiffel 65	Europop	spotify:track:5FgtdSf7I5lClThz2ptWvl
(You Drive Me) Crazy	Britney Spears	Baby One More Time	spotify:track:36sAHywEsh50kaM6CpENHp
Tearin' up My Heart - Radio Edit	*NSYNC	'N Sync	spotify:track:594M0rqYMOo8BhMGEdoi5C
(You Drive Me) Crazy - The Stop Remix!	Britney Spears	Greatest Hits: My Prerogative	spotify:track:6wJB7DTMIJAZuQ0vPLr8H9
Around the World (La La La La La) - Radio Version	A Touch Of Class, Pete Konemann	Planet Pop	spotify:track:7CvOnbFdnIoXMQ4eFCo5lB
My Heart Beats Like A Drum (Dam Dam Dam) - Radio Edit	A Touch Of Class, Le Koma, A. Buggle	Planet Pop	spotify:track:0hRFDhaHRJt6cz69n78G3f
Coco Jamboo - Radio Version	Mr. President	We See The Same Sun	spotify:track:6rQ9qJPvInEqSzlh89LsPJ
I'm in Heaven When You Kiss Me	A Touch Of Class	Touch the Sky	spotify:track:22dodHtFcXmXboE2LPC49q
Heaven	DJ Sammy, D/O	Heaven	spotify:track:72SpPFrMYCXLB3Fbw9tEgf
Ass Up - Original Radio Edit	Baracuda	Ass Up	spotify:track:28x5bKzUrZR7evE7JM0vnr
Be My Lover	La Bouche	Greatest Hits	spotify:track:5Y3W09WHcXPx7eZ7s9gdMs

Zoé
No Me Destruyas	Zoé	Lucha Rock	spotify:track:4t7oxcX57H84tUCpLSnxIF
Soñé - Live	Zoé	MTV Unplugged Música De Fondo (Reissue/Live)	spotify:track:2VhJ4nrPorAbySEgO4V0BS
Azul	Zoé	Aztlán	spotify:track:7ffkdwy4EvMSeUnPVSyqqw

The Interrupters
She's Kerosene	The Interrupters	Fight the Good Fight	spotify:track:60FJeNTK5edr72G2xtCWuP
She Got Arrested	The Interrupters	Say It Out Loud	spotify:track:2MWC3IWfhh3IteOUPbtogB
Title Holder	The Interrupters	Fight the Good Fight	spotify:track:5dt0dBcBTgGb7Gt5hNTG91
Gave You Everything	The Interrupters	Fight the Good Fight	spotify:track:4C0ZP5m9z0pfefQHUhach5
Take Back The Power	The Interrupters	The Interrupters (Deluxe Edition)	spotify:track:6aPyTOZZheIVT5q1TVlRYD

Katy Garbi
Perasmena Xehasmena (Weina al Zeina)	Katy Garbi	A Night In Greece	spotify:track:5t2tgbbL7g1vxi6US7ptCW
To Kati	Katy Garbi	The Digital Collection	spotify:track:7wmumGk9nBkuiuCBBpSpP5
Epitelous	Katy Garbi, Natasa Theodoridou	The Digital Collection	spotify:track:3wsi2YkEIkJeMeHRvHIp0o
Ne Iparho Ego	Katy Garbi	The Digital Collection	spotify:track:4oRQrSDkwzYjr8dwVOEMe7
Mia Fora Ke Enan Kero	Katy Garbi	The Digital Collection	spotify:track:4YZNQrXd26FLbCLLgliNGn
Ti Theloune Ta Matia Sou-Exis	Katy Garbi	The Digital Collection	spotify:track:4yLLMe0zVAwH2j3JHJUMFh
Psihedelia - Live Version	Anna Vissi	Anna Vissi Live	spotify:track:276LAc86qNYrOydSQEb2rv
Epidi Me Xero	Natasa Theodoridou	Pote Den Efiga Apo 'Do	spotify:track:4pBbQ6m0EsnBJSpdqP1tnu
Dikos Sou Gia Pada	Mihalis Rakintzis	Na Ise Eki	spotify:track:4844yHnYbid6IwsN7riJ7x
Ego Ki O Pouf	Mihalis Rakintzis	Na Ise Eki	spotify:track:0hWwF045ltoDqedfdIa42f
Prokalis	Mihalis Rakintzis	Apagogi	spotify:track:1EQO4OsaYQBkyA2xoXzLP6

Because the Night
Toccata in E Minor, BWV 914	Johann Sebastian Bach, Yoshiko Ieki	Toccatas, Vol. 1	spotify:track:6UjlytDxWZB2tTU9Xi4UCa
Non ti scordar mai di me	Giusy Ferreri	Gaetana	spotify:track:5dWDWnIlasGDHFqTkfsWrm
Je bois et puis je danse	Aline	Regarde le ciel	spotify:track:3jLwMCiCa8zVkS4u5jJIJ4
Les copains	Aline	Regarde le ciel	spotify:track:17WLjlFHV2QuBl50ASqH5w
To Kati	Katy Garbi	The Digital Collection	spotify:track:7wmumGk9nBkuiuCBBpSpP5
Perasmena Xehasmena (Weina al Zeina)	Katy Garbi	A Night In Greece	spotify:track:5t2tgbbL7g1vxi6US7ptCW
La vie électrique	Aline	La Vie Electrique	spotify:track:5LOVbmE0hrPgcnoR3DgglO
Vertige Exhaussé	Pendentif	Vertige Exhaussé	spotify:track:3l5dpgMfE9bA7a10EWI6Dz
Vas-Y Fais-Le Vite	Pendentif	Vertige Exhaussé	spotify:track:2xc0jckzB8gHdhv0LF6Qmw
Embrasse Moi	Pendentif	Embrasse Moi / Jerricane	spotify:track:4deCV2tRwFGQJTpy2CZlZp

Diana y Yo
Lamento Boliviano	Los Enanitos Verdes	Coleccion Aniversario	spotify:track:62FQCSvSUSG3m9uajVkvWe
Siento Que...	Jumbo	Restaurant	spotify:track:1VtBjpwh6xdRPDy20Uln3W
Hoy Tengo Miedo	Fobia	Rosa Venus	spotify:track:7dkzqJnqaLDEH8MsP1Rxx7
No Soy un Buen Perdedor	Fobia	Rock Latino	spotify:track:31SakA8wdFowqJyzGxuDzJ
No Eres Yo	Fobia	Rosa Venus	spotify:track:78SXzmCl63Rb2SGqAjHUs8
Hipnotízame	Fobia	Amor Chiquito	spotify:track:7qHyrmULvIEtblpdClGzPi
Veneno Vil	Fobia	Amor Chiquito	spotify:track:7lBKa0oQnv6w2AgFiBqRW2
El Diablo	Fobia	Rock En Español - Lo Mejor De Fobia	spotify:track:1PMcUPgdnUZm1Lo74VUrK2
No Me Destruyas	Zoé	Lucha Rock	spotify:track:4t7oxcX57H84tUCpLSnxIF
Deja Te Conecto	Zoé	Zoe Exitos	spotify:track:3shZzM0qPEx8o6kTYVPRZt
Miel	Zoé	Zoe Exitos	spotify:track:1L8TwjgQ8kgvFJbpp2ODiO
Soñé - Live	Zoé	MTV Unplugged Música De Fondo (Reissue/Live)	spotify:track:2VhJ4nrPorAbySEgO4V0BS
Tu Casa Nueva	El Último Vecino	Tu Casa Nueva	spotify:track:5LBTfYRqAadXE8DW7gzSPu
Antes de Conocerme	El Último Vecino	Voces	spotify:track:0ZMdACMaGhScrsNcEnaVOb
Tornasol (Vuelves a Ser)	La Gusana Ciega	La Gusana Ciega	spotify:track:1BaNzcWE5fAJ6Ujh1CytzN
Estático	Zurdok	Maquillaje	spotify:track:0uZvNFgJxJnwFF7pQycIzH

tmp
My Number	Foals	Holy Fire	spotify:track:4c9WmjVlQMr0s1IjbYO52Z
Wish I Knew You	The Revivalists	Men Amongst Mountains	spotify:track:2EWpa5XnAuSn0sIkSSIhYk
Zona Autónoma Permanente	Los Planetas	Zona Temporalmente Autónoma	spotify:track:2airh3ucZQNbiOqSAvQBZX
This is Radio Clash	The Clash	Hits Back	spotify:track:7sQkeztZAGR3haZL71wvZe
Óleo de Mujer Con Sombrero	Silvio Rodríguez	Al Final de Este Viaje...	spotify:track:1w6mcMacExya7bvbElMuar
You're My Favorite Waste of Time - Remastered Version	Marshall Crenshaw & The Handsome, Ruthless and Stupid Band	This Is Easy: The Best Of Marshall Crenshaw	spotify:track:5kVuwpCtLAqAfND2X7x7tg
Chartered Trips	Hüsker Dü	Zen Arcade	spotify:track:7jmIBvIkPcAR6yzbR7YsJH
This Woman's Work	Kate Bush	The Sensual World	spotify:track:4F6ihtOUcj1uLWdSkc1RzG
Wuthering Heights	Kate Bush	The Kick Inside	spotify:track:5YSI1311X8t31PBjkBG4CZ
Poison	Bell Biv DeVoe	Poison	spotify:track:6m59VvDUi0UQsB2eZ9wVbH
All For You	Janet Jackson	All For You	spotify:track:5X8kkUaUlAyAUr9TYqDFTH
Touch of Grey	Grateful Dead	The Very Best of the Grateful Dead	spotify:track:5YzzWlWfAVNvtduNDHKhHc
"This Is Seagull…."	The Snake Corps	Smother Earth	spotify:track:5jCOeqjJRnRo27b9Hb8xHp
Butterfly On A Wheel	The Mission	Carved In Sand	spotify:track:2d1vGDzaGWbCkupDsPniA7
Wasteland	The Mission	Gods Own Medicine	spotify:track:4kiVRcINxpbNTbmEbePXQL
Mountain Energy	The Fall	Country On The Click	spotify:track:2y4HRAVsKkBXVHyCaTUiE6

The Heights
Toma y Toma	Ramón Orlando	1	spotify:track:7hIMyE71NT7GFTtlLTb9BZ
Yo Quisiera Enamorarme	La Makina	1	spotify:track:2Ol5wxatHOPchkCVpgogXG
No Vuelvas - Original Mix	Tisu	No Vuelvas	spotify:track:53CB5G2BZsOkgoKLBNjL1O
Es Mentiroso	Olga Tañón	100% Merengue	spotify:track:31usVfDz8LKV0J0iZtgsA7
En Anillo	Los Hijos De Puerto Rico	Merengue De Amor Vol.1	spotify:track:13Q3mvc09pwUC4EkkYAyTQ
Abusadora	Wilfrido Vargas	Coleccion Diamante	spotify:track:2aDFka2ORQkraeJXkYkGxl
Si Una Vez	Manny Manuel	Contra La Marea	spotify:track:7EBmT9Uhaidxbg0lnVniq3
La Dueña del Swing	Los Hermanos Rosario	Latino! Greatest Hits - 56 Latin Top Hits (Original Versions!)	spotify:track:3vCeDhrInX8te6SoaqZbvu
Estás Enamorada	Limi-T 21	La Historia	spotify:track:6RwiMja5FdaP8mKCRlg6jl

DJ Pajamas
It's All Coming Back	INVSN	INVSN	spotify:track:7Jbo2BG3fHQ47NtRqBDpJR
Come & See	Protomartyr	Under Color of Official Right	spotify:track:0kY8guWctD1G5A3Cx66Ruj
Gallowdance	Lebanon Hanover	Tomb for Two	spotify:track:74SUn8w4lYSwgOGPvVZiEo
Dead End Roads	The Foreign Resort	New Frontiers	spotify:track:3d0smnPTcSxe6lKJGZ9DK8
The World Fell	Vår	No One Dances Quite Like My Brothers	spotify:track:2JFLQi4R9RTsbhtgve51Ag
Behind Curtains	Lust For Youth	Growing Seeds	spotify:track:4A8cYMsdyfa3YMqQQSfnCD
Bunker Buster	Preoccupations	Viet Cong	spotify:track:7rqZJ8JM8nlNHb4p8eCSTR
Dream Of My Love (Chasing After You)	Abe Vigoda	Crush	spotify:track:7atkch3SlhNhu7QcrjDxi7
Sea Within A Sea	The Horrors	Primary Colours	spotify:track:6NwkAlnyJTL5mPAQuK3i36
All I Want	LCD Soundsystem	This Is Happening	spotify:track:4Cy0NHJ8Gh0xMdwyM9RkQm
Nobody Lost, Nobody Found	Cut Copy	In Ghost Colours	spotify:track:6M8vW8qg2RkqRNke2QM3n9
Fall Back	Factory Floor	Factory Floor	spotify:track:3xPNdpvvf7PGdfpdp0LC45
Unconscious Melody	Preoccupations	Cassette	spotify:track:58ITGKThH6gQ4qfkir8kKb
Continental Shelf	Preoccupations	Viet Cong	spotify:track:3d5lGpqxg1cMEYrgTaGxZy
Disarray	Preoccupations	New Material	spotify:track:2QlYpno65G6IJ2X3Yp4V9L
Espionage	Preoccupations	New Material	spotify:track:1FGEDA1ZI90eSbLIEirmFZ
Pontiac 87	Preoccupations	Pontiac 87	spotify:track:0glyuEiAzmJCbLPGWeqv8k

Goth
Now I’m Feeling Zombified	Alien Sex Fiend	Gothic Essential Tracks	spotify:track:1pfHaFZ6WsTcYHhqbTYIJb
Down In The Park (20th Anniversary Edition)	Gary Numan	Gothic Essential Tracks	spotify:track:4L8cEQHfLseP2vUm0tAhdR
Gothic Girl	The 69 Eyes	Gothic Essential Tracks	spotify:track:5FFvaskWpkLIgBdNhlSIOG
Nazarene	The Wake	Gothic Essential Tracks	spotify:track:4mvix1KCaVMcpTiG5ns8Le
Girls And Boys	Fear Cult	Gothic Essential Tracks	spotify:track:7EbM22Np26kBzmfQnM8pyg
Every Day Is Halloween	Ministry	100 Gothic & Industrial For Vampires & Halloween	spotify:track:34eecfC5c2nMfkHW8Q6zQf
Lucretia My Reflection	Vampire Lust	100 Gothic & Industrial For Vampires & Halloween	spotify:track:1RljcjBO3vRP87KfHogA27
Spirit Walker	The Cult	Gothic Rock 3 - Black on Black	spotify:track:0D9AipfCfkOiWzCCObsXe6
Do You Believe in the Westworld?	Theatre Of Hate	Gothic Rock 3 - Black on Black	spotify:track:1cZn8L6KfAtrQAbFlejzDm
Blue Water	Fields Of The Nephilim	Gothic Rock 3 - Black on Black	spotify:track:5EyGSSUhob7JETn3sLrs0u
The Hungry Years - Edit	Marc Almond, Andi Sex Gang	Gothic Rock 3 - Black on Black	spotify:track:4HblgEEwLzLxtUOj9SkAgj
Bittersweet	New Model Army	Gothic Rock 3 - Black on Black	spotify:track:2kgQcENRtfRm8cmujlSUN2
Walking on Hands	Red Lorry Yellow Lorry	Gothic Rock 3 - Black on Black	spotify:track:3WFP33RShJu74XUZ2m3wwH
Sebastiane	Sex Gang Children	Gothic Rock 3 - Black on Black	spotify:track:1MBf40gLt0sgBSSJ5JjHe1
Somewhere	The Danse Society	Gothic Rock 3 - Black on Black	spotify:track:6dVSjVgV0l1zOj1Jxq5Kt3
13 Floor Vendetta - His Masters Delight	The Damned	Gothic Rock 3 - Black on Black	spotify:track:4K4DPsF2Uv4onZmM1glX23
Questioning the Shadow	Ritual	Gothic Rock 3 - Black on Black	spotify:track:6xA1GLcisYYDhmiy4YRMgc
Cry Wolf	1919	Gothic Rock 3 - Black on Black	spotify:track:3ZzTFzTPcpfgT0ro6cKTws
A Dream of Yesterday	Screaming Dead	Gothic Rock 3 - Black on Black	spotify:track:1yeDNqVNBkV8gFA1li3IHp
Do You Believe in the Westworld?	Theatre Of Hate	Gothic Rock 3 - Black on Black	spotify:track:1cZn8L6KfAtrQAbFlejzDm
Blue Water	Fields Of The Nephilim	Gothic Rock 3 - Black on Black	spotify:track:5EyGSSUhob7JETn3sLrs0u
The Hungry Years - Edit	Marc Almond, Andi Sex Gang	Gothic Rock 3 - Black on Black	spotify:track:4HblgEEwLzLxtUOj9SkAgj
Bittersweet	New Model Army	Gothic Rock 3 - Black on Black	spotify:track:2kgQcENRtfRm8cmujlSUN2
